codigo_produto,nome_produto,quantidade_devolvida,valor_devolvido,num_devolucoes
22855,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
22854,PRODUTO SEM DESCRIÇÃO,-40,0.0,1
22848,PRODUTO SEM DESCRIÇÃO,-16,0.0,1
22847,PRODUTO SEM DESCRIÇÃO,-10,0.0,1
22838,PRODUTO SEM DESCRIÇÃO,-10,0.0,1
22837,PRODUTO SEM DESCRIÇÃO,-44,0.0,2
22837,?,-106,0.0,1
22833,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
22830,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
22827,PRODUTO SEM DESCRIÇÃO,-8,0.0,1
22823,TEST,-22,0.0,1
23322,MOULDY,-40,0.0,1
22812,?,-270,0.0,1
22810,CHECK,-25,0.0,1
22804,WRONGLY MRKED HAD 85123A IN BOX,-256,0.0,1
22797,DAMAGES,-27,0.0,2
22796,NOT RCVD IN 10/11/2010 DELIVERY,-360,0.0,1
22795,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
22792,DAMAGES,-73,0.0,1
22791,PRODUTO SEM DESCRIÇÃO,-70,0.0,1
22784,PRODUTO SEM DESCRIÇÃO,-14,0.0,1
22784,DAMAGES,-25,0.0,1
22778,CHECK,-10,0.0,1
22777,PRODUTO SEM DESCRIÇÃO,-39,0.0,2
22775,PRODUTO SEM DESCRIÇÃO,-40,0.0,1
23348,SOLD WITH WRONG BARCODE,-57,0.0,1
23343,WRONGLY CODED 20713,-1000,0.0,1
23343,20713 WRONGLY MARKED,-200,0.0,1
23343,20713,-400,0.0,1
22769,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
22765,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
22759,CHECK,-327,0.0,1
22740,PRODUTO SEM DESCRIÇÃO,-36,0.0,1
22740,?,-1060,0.0,1
22734,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
22726,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
22722,PRODUTO SEM DESCRIÇÃO,-21,0.0,1
22720,PRODUTO SEM DESCRIÇÃO,-64,0.0,2
22719,WRONG CODE,-110,0.0,1
22719,WRONG BARCODE (22467),-178,0.0,1
22719,SOLD AS 22467,-25,0.0,1
22719,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
22712,PRODUTO SEM DESCRIÇÃO,-20,0.0,1
22700,SMASHED,-48,0.0,1
22698,PRODUTO SEM DESCRIÇÃO,-61,0.0,1
22688,PRODUTO SEM DESCRIÇÃO,-42,0.0,1
22687,PRODUTO SEM DESCRIÇÃO,-41,0.0,1
22667,DAMAGED,-30,0.0,1
22665,PRODUTO SEM DESCRIÇÃO,-24,0.0,1
22656,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
22655,DAMAGES/SHOWROOM ETC,-11,0.0,1
22652,CHECK,-111,0.0,1
22637,DAMAGES,-65,0.0,1
22633,PRODUTO SEM DESCRIÇÃO,-53,0.0,1
22632,PRODUTO SEM DESCRIÇÃO,-84,0.0,1
22627,PRODUTO SEM DESCRIÇÃO,-11,0.0,1
22625,PRODUTO SEM DESCRIÇÃO,-9,0.0,1
23406,CHECK,-21,0.0,1
23400,CHECK,-19,0.0,1
23397,DAMAGED,-9,0.0,1
23395,CHECK,-26,0.0,1
22618,"MOULDY, UNSALEABLE.",-1681,0.0,1
22617,"MOULDY, THROWN AWAY.",-2600,0.0,1
22606,PRODUTO SEM DESCRIÇÃO,-49,0.0,1
22601,CHECK,-20,0.0,1
22595,CHECK,-80,0.0,1
22588,PRODUTO SEM DESCRIÇÃO,-41,0.0,1
22587,CHECK,-41,0.0,1
22586,CHECK,-30,0.0,1
22579,PRODUTO SEM DESCRIÇÃO,-18,0.0,1
22579,DOTCOM,-40,0.0,1
22578,LOST,-1050,0.0,1
23412,?,-30,0.0,1
22577,CHECK,-300,0.0,1
22576,CHECK,-30,0.0,1
22575,MISSING?,-130,0.0,1
22572,??,-335,0.0,1
22570,PRODUTO SEM DESCRIÇÃO,-32,0.0,1
22570,?,-74,0.0,1
22569,?,-84,0.0,1
22568,?? MISSING,-170,0.0,1
22567,PRODUTO SEM DESCRIÇÃO,-14,0.0,1
22548,PRODUTO SEM DESCRIÇÃO,-70,0.0,1
22533,PRODUTO SEM DESCRIÇÃO,-80,0.0,1
22528,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
22525,PRODUTO SEM DESCRIÇÃO,-61,0.0,2
22524,PRODUTO SEM DESCRIÇÃO,-62,0.0,2
23427,DAMAGED,-2,0.0,1
22523,?,-90,0.0,1
22522,CHECK,-126,0.0,1
22521,PRODUTO SEM DESCRIÇÃO,-99,0.0,2
22520,PRODUTO SEM DESCRIÇÃO,-101,0.0,1
22519,PRODUTO SEM DESCRIÇÃO,-19,0.0,1
22518,PRODUTO SEM DESCRIÇÃO,-30,0.0,1
22502,REVERSE 21/5/10 ADJUSTMENT,-100,0.0,1
22501,REVERSE 21/5/10 ADJUSTMENT,-100,0.0,1
22501,PRODUTO SEM DESCRIÇÃO,-10,0.0,1
22501,INCORRECTLY PUT BACK INTO STOCK,-108,0.0,1
22497,PRODUTO SEM DESCRIÇÃO,-17,0.0,1
22482,PRODUTO SEM DESCRIÇÃO,-66,0.0,1
22481,WET BOXES,-288,0.0,1
22480,PRODUTO SEM DESCRIÇÃO,-24,0.0,1
22470,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
22469,PRODUTO SEM DESCRIÇÃO,-53,0.0,1
23462,DAMAGES,-34,0.0,1
22467,WRONG CODE?,-100,0.0,1
22467,PRODUTO SEM DESCRIÇÃO,-8,0.0,1
22461,PRODUTO SEM DESCRIÇÃO,-36,0.0,1
22459,PRODUTO SEM DESCRIÇÃO,-36,0.0,1
22459,?LOST,-232,0.0,1
22458,MISSING,-65,0.0,1
22454,PRODUTO SEM DESCRIÇÃO,-20,0.0,1
22453,PRODUTO SEM DESCRIÇÃO,-12,0.0,1
22452,PRODUTO SEM DESCRIÇÃO,-63,0.0,1
22451,PRODUTO SEM DESCRIÇÃO,-33,0.0,2
22449,CAN'T FIND,-125,0.0,1
22445,PRODUTO SEM DESCRIÇÃO,-62,0.0,1
22444,PRODUTO SEM DESCRIÇÃO,-10,0.0,1
22443,PRODUTO SEM DESCRIÇÃO,-7,0.0,1
22435,?MISSING,-434,0.0,1
22427,DAMAGES,-29,0.0,1
22426,CHECK,-15,0.0,1
22423,FAULTY,-13,0.0,1
22423,DAMAGES,-40,0.0,2
22415,PRODUTO SEM DESCRIÇÃO,-31,0.0,1
22412,PRODUTO SEM DESCRIÇÃO,-37,0.0,1
22409,PRODUTO SEM DESCRIÇÃO,-20,0.0,1
22353,PRODUTO SEM DESCRIÇÃO,-28,0.0,1
22351,GIVEN AWAY,-1400,0.0,1
22339,CHECK,-60,0.0,1
22336,PRODUTO SEM DESCRIÇÃO,-114,0.0,1
22336,DAMAGED,-71,0.0,1
22286,CHECK,-47,0.0,1
22276,PRODUTO SEM DESCRIÇÃO,-59,0.0,1
22272,PRODUTO SEM DESCRIÇÃO,-140,0.0,1
22272,DAMAGED,-15,0.0,1
22271,CHECK,-43,0.0,1
22268,PRODUTO SEM DESCRIÇÃO,-86,0.0,1
22268,CHECK,-10,0.0,1
23595,RE-ADJUSTMENT,-5,0.0,1
22245,PRODUTO SEM DESCRIÇÃO,-147,0.0,2
22244,PRODUTO SEM DESCRIÇÃO,-9,0.0,1
22242,PRODUTO SEM DESCRIÇÃO,-53,0.0,2
22219,???LOST,-550,0.0,1
22217,DAMAGES?,-155,0.0,1
22202,PRODUTO SEM DESCRIÇÃO,-115,0.0,2
22198,PRODUTO SEM DESCRIÇÃO,-109,0.0,2
35597D,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
35597A,PRODUTO SEM DESCRIÇÃO,-14,0.0,1
35594,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
35591T,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
35271S,PRODUTO SEM DESCRIÇÃO,-13,0.0,1
35241,DAMAGES?,-40,0.0,1
35015,PRODUTO SEM DESCRIÇÃO,-9,0.0,1
35004C,PRODUTO SEM DESCRIÇÃO,-210,0.0,2
35001W,PRODUTO SEM DESCRIÇÃO,-36,0.0,1
22194,PRODUTO SEM DESCRIÇÃO,-13,0.0,2
22192,PRODUTO SEM DESCRIÇÃO,-9,0.0,1
22184,PRODUTO SEM DESCRIÇÃO,-13,0.0,1
35809B,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
35809A,PRODUTO SEM DESCRIÇÃO,-13,0.0,1
35650,PRODUTO SEM DESCRIÇÃO,-24,0.0,1
35649,PRODUTO SEM DESCRIÇÃO,-43,0.0,1
35648,CHECK,-56,0.0,2
35644,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
35611B,THROWN AWAY,-27,0.0,1
35610C,THROWN AWAY.,-1121,0.0,1
35610B,THROWN AWAY,-541,0.0,1
35610A,THROWN AWAY,-1277,0.0,1
35609A,PRODUTO SEM DESCRIÇÃO,-51,0.0,1
35607B,THROWN AWAY,-9,0.0,1
35603B,PRODUTO SEM DESCRIÇÃO,-12,0.0,1
35916C,PRODUTO SEM DESCRIÇÃO,-32,0.0,1
35916B,PRODUTO SEM DESCRIÇÃO,-21,0.0,1
35916A,PRODUTO SEM DESCRIÇÃO,-21,0.0,1
35915C,DAMAGED,-43,0.0,1
35833P,CHECK,-24,0.0,1
35833G,DAMAGES,-43,0.0,1
35824B,PRODUTO SEM DESCRIÇÃO,-8,0.0,1
35823P,PRODUTO SEM DESCRIÇÃO,-12,0.0,1
35818B,PRODUTO SEM DESCRIÇÃO,-53,0.0,1
35818B,ADJUSTMENT,-22,0.0,1
35817P,THROWN AWAY,-44,0.0,1
35815P,PRODUTO SEM DESCRIÇÃO,-63,0.0,1
35810B,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
35810A,CHECK,-78,0.0,1
22181,CHECK,-92,0.0,1
22180,PRODUTO SEM DESCRIÇÃO,-15,0.0,1
22176,CHECK,-28,0.0,1
22173,PRODUTO SEM DESCRIÇÃO,-52,0.0,2
22168,PRODUTO SEM DESCRIÇÃO,-20,0.0,2
22164,PRODUTO SEM DESCRIÇÃO,-80,0.0,1
22163,PRODUTO SEM DESCRIÇÃO,-90,0.0,1
22162,PRODUTO SEM DESCRIÇÃO,-104,0.0,3
22158,PRODUTO SEM DESCRIÇÃO,-120,0.0,1
22155,PRODUTO SEM DESCRIÇÃO,-70,0.0,1
35965,PRODUTO SEM DESCRIÇÃO,-25,0.0,1
35965,FOUND SOME MORE ON SHELF,-9,0.0,1
35957,PRODUTO SEM DESCRIÇÃO,-939,0.0,1
35954,PRODUTO SEM DESCRIÇÃO,-314,0.0,2
35954,COUNTED,-430,0.0,1
35933,PRODUTO SEM DESCRIÇÃO,-36,0.0,2
35923,CHECK,-42,0.0,1
35922,PRODUTO SEM DESCRIÇÃO,-30,0.0,1
35920,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
37342,PRODUTO SEM DESCRIÇÃO,-66,0.0,1
37340,SOLD AS SET ON DOTCOM,-18,0.0,1
37333,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
37327,SOLD AS SET ON DOTCOM,-95,0.0,1
37327,DAMAGES,-131,0.0,1
35991,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
35972,PRODUTO SEM DESCRIÇÃO,-45,0.0,1
35972,CHECK,-3,0.0,1
35970,PRODUTO SEM DESCRIÇÃO,-217,0.0,1
35969,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
35966,PRODUTO SEM DESCRIÇÃO,-20,0.0,1
22152,CHECK,-179,0.0,1
22149,DAMAGES,-40,0.0,1
22149,CHECK,-46,0.0,1
22147,CHECK,-80,0.0,1
22146,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
22143,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
22142,CHECK,-70,0.0,1
37467,PRODUTO SEM DESCRIÇÃO,-177,0.0,1
37464,PRODUTO SEM DESCRIÇÃO,-16,0.0,2
37444C,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
37444B,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
37424,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
37423,PRODUTO SEM DESCRIÇÃO,-17,0.0,1
37379A,PRODUTO SEM DESCRIÇÃO,-9,0.0,1
37370,SOLD AS SET/6 BY DOTCOM,-786,0.0,1
37370,DAMAGES/DOTCOM?,-590,0.0,1
37343,DAMAGED,-2,0.0,1
37501,PRODUTO SEM DESCRIÇÃO,-13,0.0,1
37488A,DAMAGED,-1,0.0,1
37487B,DAMAGED,-6,0.0,1
37482P,DAMAGED,-93,0.0,1
37479P,SOLD AS SET ON DOTCOM,-30,0.0,1
37479P,??,-184,0.0,1
37479B,SOLD AS SET BY DOTCOM,-30,0.0,1
37477D,PRODUTO SEM DESCRIÇÃO,-9,0.0,1
37477C,PRODUTO SEM DESCRIÇÃO,-31,0.0,1
37477B,PRODUTO SEM DESCRIÇÃO,-11,0.0,1
37476,PRODUTO SEM DESCRIÇÃO,-9,0.0,2
37474,PRODUTO SEM DESCRIÇÃO,-15,0.0,1
37471,SOLD AS SET ON DOTCOM,-12,0.0,1
37468,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
22139,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
22136,PRODUTO SEM DESCRIÇÃO,-23,0.0,1
22130,SOLD AS SET ON DOTCOM,-390,0.0,1
22128,SOLD AS SET ON DOTCOM,-24,0.0,1
22127,SOLD IN SET?,-690,0.0,1
22127,DOTCOM SOLD IN 6'S,-60,0.0,1
22121,CHECK,-10,0.0,1
22121,?,-90,0.0,1
22114,PRODUTO SEM DESCRIÇÃO,-219,0.0,3
46000S,DOTCOM,-300,0.0,1
46000M,DOTCOM SALES,-100,0.0,1
44265,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
44236,PRODUTO SEM DESCRIÇÃO,-12,0.0,2
44091A,PRODUTO SEM DESCRIÇÃO,-4,0.0,2
40018F,PRODUTO SEM DESCRIÇÃO,-22,0.0,1
40016,PRODUTO SEM DESCRIÇÃO,-108,0.0,1
40016,DAMAGED STOCK,-1100,0.0,1
40016,?,-752,0.0,1
40003,PRODUTO SEM DESCRIÇÃO,-11,0.0,1
40001,CHECK,-240,0.0,1
22088,PRODUTO SEM DESCRIÇÃO,-39,0.0,1
22087,PRODUTO SEM DESCRIÇÃO,-49,0.0,2
22084,PRODUTO SEM DESCRIÇÃO,-206,0.0,2
22080,PRODUTO SEM DESCRIÇÃO,-278,0.0,1
22078,PRODUTO SEM DESCRIÇÃO,-201,0.0,1
22073,PRODUTO SEM DESCRIÇÃO,-56,0.0,1
22060,PRODUTO SEM DESCRIÇÃO,-16,0.0,1
22060,DAMAGED,-1,0.0,1
47344B,PRODUTO SEM DESCRIÇÃO,-16,0.0,1
47343A,PRODUTO SEM DESCRIÇÃO,-16,0.0,1
47341A,PRODUTO SEM DESCRIÇÃO,-7,0.0,2
47021G,PRODUTO SEM DESCRIÇÃO,-52,0.0,1
47013A,DAMAGED,-2,0.0,1
46775D,PRODUTO SEM DESCRIÇÃO,-15,0.0,2
46126A,PRODUTO SEM DESCRIÇÃO,-23,0.0,1
46115B,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
46037A,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
46000S,DOTCOM SALES,-190,0.0,2
47566B,REVERSE PREVIOUS ADJUSTMENT,-1300,0.0,1
47566B,INCORRECTLY CREDITED C550456 SEE 47,-1300,0.0,1
47563B,PRODUTO SEM DESCRIÇÃO,-10,0.0,1
47559B,PRODUTO SEM DESCRIÇÃO,-84,0.0,1
47556B,PRODUTO SEM DESCRIÇÃO,-69,0.0,1
47504K,PRODUTO SEM DESCRIÇÃO,-296,0.0,2
47503H,CHECK,-24,0.0,1
47503A,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
47502,PRODUTO SEM DESCRIÇÃO,-19,0.0,1
22052,PRODUTO SEM DESCRIÇÃO,-100,0.0,2
22051,?,-300,0.0,1
22050,PRODUTO SEM DESCRIÇÃO,-100,0.0,1
22049,DAMAGED,-100,0.0,1
22044,PRODUTO SEM DESCRIÇÃO,-240,0.0,1
22043,DOTCOM,-9,0.0,1
22043,CHECK,-40,0.0,1
22042,PRODUTO SEM DESCRIÇÃO,-197,0.0,1
47591D,PRODUTO SEM DESCRIÇÃO,-201,0.0,1
47591B,?,-207,0.0,1
47591A,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
47590B,CHECK,-57,0.0,1
47589,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
47579,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
47574B,PRODUTO SEM DESCRIÇÃO,-13,0.0,1
47574A,CHECK,-61,0.0,1
47570B,PRODUTO SEM DESCRIÇÃO,-70,0.0,1
22036,PRODUTO SEM DESCRIÇÃO,-45,0.0,1
22035,PRODUTO SEM DESCRIÇÃO,-160,0.0,1
22034,PRODUTO SEM DESCRIÇÃO,-246,0.0,3
22033,PRODUTO SEM DESCRIÇÃO,-50,0.0,1
22030,??,-635,0.0,1
22028,PRODUTO SEM DESCRIÇÃO,-50,0.0,2
22025,CHECK,-30,0.0,1
22024,PRODUTO SEM DESCRIÇÃO,-50,0.0,1
22021,PRODUTO SEM DESCRIÇÃO,-20,0.0,1
21974,PRODUTO SEM DESCRIÇÃO,-45,0.0,1
21937,?,-161,0.0,1
21923,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
21918,PRODUTO SEM DESCRIÇÃO,-343,0.0,1
21911,PRODUTO SEM DESCRIÇÃO,-27,0.0,1
21910,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
21907,PRODUTO SEM DESCRIÇÃO,-77,0.0,1
48189,DAMAGED,-18,0.0,1
48185,?,-57,0.0,1
48173C,PRODUTO SEM DESCRIÇÃO,-54,0.0,1
48116,PRODUTO SEM DESCRIÇÃO,-35,0.0,1
21898,PRODUTO SEM DESCRIÇÃO,-83,0.0,1
21897,PRODUTO SEM DESCRIÇÃO,-22,0.0,1
21896,PRODUTO SEM DESCRIÇÃO,-38,0.0,1
21895,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
21894,PRODUTO SEM DESCRIÇÃO,-40,0.0,1
21891,PRODUTO SEM DESCRIÇÃO,-21,0.0,1
21890,MISSING,-140,0.0,1
21888,CHECK,-57,0.0,1
21870,PRODUTO SEM DESCRIÇÃO,-26,0.0,1
62097B,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
62096B,PRODUTO SEM DESCRIÇÃO,-10,0.0,2
62096A,PRODUTO SEM DESCRIÇÃO,-88,0.0,1
62094B,PRODUTO SEM DESCRIÇÃO,-92,0.0,1
62043B,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
51020B,ADJUST,-53,0.0,1
51008,PRODUTO SEM DESCRIÇÃO,-110,0.0,1
21868,PRODUTO SEM DESCRIÇÃO,-108,0.0,1
21868,CHECK,-28,0.0,1
21865,PRODUTO SEM DESCRIÇÃO,-40,0.0,1
21858,PRODUTO SEM DESCRIÇÃO,-12,0.0,1
21854,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
21843,SMASHED,-63,0.0,1
21841,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
21839,PRODUTO SEM DESCRIÇÃO,-36,0.0,1
72225C,PRODUTO SEM DESCRIÇÃO,-226,0.0,2
72140F,THROW AWAY,-5368,0.0,1
72127,PRODUTO SEM DESCRIÇÃO,-53,0.0,1
72051S,PRODUTO SEM DESCRIÇÃO,-16,0.0,2
72038P,DAMAGES,-990,0.0,1
71279,DAMAGES,-74,0.0,1
71143,PRODUTO SEM DESCRIÇÃO,-45,0.0,2
71038,CHECK,-16,0.0,1
72802A,?,-50,0.0,1
72801C,CHECK,-10,0.0,1
72800F,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
72800D,PRODUTO SEM DESCRIÇÃO,-18,0.0,1
72799F,PRODUTO SEM DESCRIÇÃO,-51,0.0,2
72798C,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
72793,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
72789,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
72781,PRODUTO SEM DESCRIÇÃO,-30,0.0,1
72759,THROWN AWAY-CAN'T SELL.,-524,0.0,1
72732,THROWN AWAY-CAN'T SELL,-2472,0.0,1
21836,PRODUTO SEM DESCRIÇÃO,-16,0.0,2
21833,DAMAGES,-110,0.0,1
21830,SOLD AS 1,-252,0.0,1
21830,PRODUTO SEM DESCRIÇÃO,-186,0.0,1
21830,OOPS ! ADJUSTMENT,-384,0.0,1
21830,"MERCHANT CHANDLER CREDIT ERROR, STO",-576,0.0,1
21830,?,-443,0.0,1
21829,SOLD AS 1,-432,0.0,1
21829,?MISSING,-1897,0.0,1
21827,PRODUTO SEM DESCRIÇÃO,-42,0.0,1
21825,PRODUTO SEM DESCRIÇÃO,-14,0.0,1
72807B,DAMAGES,-101,0.0,1
72807B,????MISSING,-124,0.0,1
72807A,WET PALLET,-504,0.0,1
72807A,DAMAGES,-56,0.0,1
72807A,???MISSING,-224,0.0,1
72803A,DAMAGES,-160,0.0,1
72802C,DAMAGES,-54,0.0,1
72802C,CHECK,-75,0.0,3
72802B,CHECK,-290,0.0,3
72802A,WET PALLET-THROWN AWAY,-306,0.0,1
72821,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
72818,PRODUTO SEM DESCRIÇÃO,-51,0.0,2
72818,CHECK,-26,0.0,1
72817,CHECK,-67,0.0,1
72816,PRODUTO SEM DESCRIÇÃO,-37,0.0,2
72815,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
72807C,WET PALLET,-408,0.0,1
72807C,DAMAGES,-149,0.0,1
72807C,???MISSING,-428,0.0,1
72807B,WET PALLET,-696,0.0,1
21824,CHECK,-103,0.0,1
21823,DAMAGED,-6,0.0,1
21823,CHECK,-94,0.0,1
21820,PRODUTO SEM DESCRIÇÃO,-210,0.0,1
21819,CHECK,-14,0.0,1
21818,CHECK,-130,0.0,1
21817,PRODUTO SEM DESCRIÇÃO,-80,0.0,1
21817,CHECK,-8,0.0,1
21815,?,-300,0.0,1
21814,PRODUTO SEM DESCRIÇÃO,-30,0.0,1
79067,PRODUTO SEM DESCRIÇÃO,-150,0.0,2
79051A,SOLD AS SET ON DOTCOM,-6,0.0,1
79030G,WATER DAMAGED,-16,0.0,1
79030G,DAMAGES,-413,0.0,1
79030D,DAMAGES,-664,0.0,1
79026B,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
79000,PRODUTO SEM DESCRIÇÃO,-209,0.0,1
78027,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
77101A,PRODUTO SEM DESCRIÇÃO,-87,0.0,1
77081,PRODUTO SEM DESCRIÇÃO,-39,0.0,1
75172,PRODUTO SEM DESCRIÇÃO,-35,0.0,1
75131,PRODUTO SEM DESCRIÇÃO,-48,0.0,1
79172D,PRODUTO SEM DESCRIÇÃO,-7,0.0,1
79164,PRODUTO SEM DESCRIÇÃO,-47,0.0,1
79164,DAMAGES/CREDITS FROM ASOS.,-1512,0.0,1
79163,SOLD AS SET ON DOTCOM,-24,0.0,1
79163,PRODUTO SEM DESCRIÇÃO,-156,0.0,1
79163,DAMAGED,-1,0.0,1
79161A,PRODUTO SEM DESCRIÇÃO,-13,0.0,1
79071B,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
21811,CHECK,-240,0.0,1
21810,CHECK,-135,0.0,1
21809,PRODUTO SEM DESCRIÇÃO,-140,0.0,1
21807,PRODUTO SEM DESCRIÇÃO,-65,0.0,2
21806,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
21805,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
21804,PRODUTO SEM DESCRIÇÃO,-84,0.0,1
21803,CHECK,-38,0.0,1
21801,PRODUTO SEM DESCRIÇÃO,-38,0.0,1
21793,CHECK,-40,0.0,1
21792,PRODUTO SEM DESCRIÇÃO,-8,0.0,1
79336,PRODUTO SEM DESCRIÇÃO,-47,0.0,1
79331,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
79329,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
79323W,"UNSALEABLE, DESTROYED.",-4830,0.0,1
79323S,"UNSALEABLE, DESTROYED.",-674,0.0,1
79323P,"UNSALEABLE, DESTROYED.",-2003,0.0,1
79323LP,"UNSALEABLE, DESTROYED.",-2618,0.0,1
79323GR,"UNSALEABLE, DESTROYED.",-1158,0.0,1
79323G,"UNSALEABLE, DESTROYED.",-657,0.0,1
79323B,"UNSALEABLE, DESTROYED.",-1671,0.0,1
79192A,PRODUTO SEM DESCRIÇÃO,-9,0.0,1
21786,CHECK,-209,0.0,1
21785,PRODUTO SEM DESCRIÇÃO,-147,0.0,2
21784,PRODUTO SEM DESCRIÇÃO,-12,0.0,2
21781,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
21781,DAMAGES?,-39,0.0,1
21777,PRODUTO SEM DESCRIÇÃO,-10,0.0,1
82483,PRODUTO SEM DESCRIÇÃO,-12,0.0,1
82483,CRUSHED,-13,0.0,1
82095,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
81953P,PRODUTO SEM DESCRIÇÃO,-7,0.0,1
81953B,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
81950V,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
81950B,PRODUTO SEM DESCRIÇÃO,-23,0.0,1
79342B,"UNSALEABLE, DESTROYED.",-1128,0.0,1
79341,"UNSALEABLE, DESTROYED.",-905,0.0,1
79337,PRODUTO SEM DESCRIÇÃO,-8,0.0,1
21769,SHOWROOM,-5,0.0,1
21765,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
21763,PRODUTO SEM DESCRIÇÃO,-7,0.0,2
21761,DAMAGED,-2,0.0,1
21758,PRODUTO SEM DESCRIÇÃO,-9,0.0,1
21744,CHECK,-21,0.0,1
21743,PRODUTO SEM DESCRIÇÃO,-80,0.0,1
21738,PRODUTO SEM DESCRIÇÃO,-5,0.0,1
21735,DAMAGES,-59,0.0,1
21717,PRODUTO SEM DESCRIÇÃO,-42,0.0,1
82583,?,-220,0.0,1
82582,??,-130,0.0,1
82567,PRODUTO SEM DESCRIÇÃO,-73,0.0,1
82551,PRODUTO SEM DESCRIÇÃO,-110,0.0,1
82545A,PRODUTO SEM DESCRIÇÃO,-4,0.0,1
82494L,PRODUTO SEM DESCRIÇÃO,-183,0.0,2
82494L,CRUSHED CTN,-33,0.0,1
82494L,CRACKED,-39,0.0,1
21700,SOLD AS SET ON DOTCOM AND AMAZON,-1206,0.0,1
21700,PRODUTO SEM DESCRIÇÃO,-110,0.0,1
21696,PRODUTO SEM DESCRIÇÃO,-320,0.0,1
21693,MIXED UP,-87,0.0,1
21692,PRODUTO SEM DESCRIÇÃO,-76,0.0,2
21689,WRONG BARCODE,-323,0.0,1
21688,MIXED UP,-337,0.0,1
21684,PRODUTO SEM DESCRIÇÃO,-62,0.0,1
21683,PRODUTO SEM DESCRIÇÃO,-38,0.0,1
84029E,PRODUTO SEM DESCRIÇÃO,-51,0.0,2
84007,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
82613B,PRODUTO SEM DESCRIÇÃO,-71,0.0,1
82600,HISTORIC COMPUTER DIFFERENCE?....SE,-458,0.0,1
82599,PRODUTO SEM DESCRIÇÃO,-11,0.0,1
82599,?,-290,0.0,1
82583,PRODUTO SEM DESCRIÇÃO,-30,0.0,1
21682,?DISPLAY?,-156,0.0,1
21681,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
21673,PRODUTO SEM DESCRIÇÃO,-40,0.0,1
